source,month,bucket,fills,rs30_bps
binance:ZECUSDT,2023-11,10+ bps,5654,4.7716
binance:ZECUSDT,2023-12,touch,935436,-2.0294
binance:ZECUSDT,2023-12,2-5 bps,64413,0.4433
binance:ZECUSDT,2023-12,5-10 bps,13767,1.3377
binance:ZECUSDT,2023-12,10+ bps,7742,3.9298
binance:ZECUSDT,2024-01,touch,1058736,-2.6148
binance:ZECUSDT,2024-01,2-5 bps,65292,1.0679
binance:ZECUSDT,2024-01,5-10 bps,15628,3.1558
binance:ZECUSDT,2024-01,10+ bps,13394,13.3759
binance:ZECUSDT,2024-02,touch,999471,-2.4284
binance:ZECUSDT,2024-02,2-5 bps,76015,-0.1228
binance:ZECUSDT,2024-02,5-10 bps,18727,1.2423
binance:ZECUSDT,2024-02,10+ bps,16490,-2.7733
binance:ZECUSDT,2024-03,touch,1482572,-1.8925
binance:ZECUSDT,2024-03,2-5 bps,119961,0.974
binance:ZECUSDT,2024-03,5-10 bps,34546,2.4655
binance:ZECUSDT,2024-03,10+ bps,19413,7.71
binance:ZECUSDT,2024-04,touch,899573,-1.9702
binance:ZECUSDT,2024-04,2-5 bps,41959,1.1553
binance:ZECUSDT,2024-04,5-10 bps,10520,2.2789
binance:ZECUSDT,2024-04,10+ bps,11248,4.3863
binance:ZECUSDT,2024-05,touch,670516,-1.4832
binance:ZECUSDT,2024-05,2-5 bps,38841,1.5095
binance:ZECUSDT,2024-05,5-10 bps,4937,2.9809
binance:ZECUSDT,2024-05,10+ bps,2672,6.3343
binance:ZECUSDT,2024-06,touch,556408,-1.8039
binance:ZECUSDT,2024-06,2-5 bps,29246,0.2447
binance:ZECUSDT,2024-06,5-10 bps,10066,1.3318
binance:ZECUSDT,2024-06,10+ bps,7878,6.2336
binance:ZECUSDT,2024-07,touch,1404158,-2.6894
binance:ZECUSDT,2024-07,2-5 bps,97405,-1.2672
binance:ZECUSDT,2024-07,5-10 bps,31699,-0.63
binance:ZECUSDT,2024-07,10+ bps,12155,1.6068
binance:ZECUSDT,2024-08,touch,2285740,-2.2678
binance:ZECUSDT,2024-08,2-5 bps,247740,-0.7633
binance:ZECUSDT,2024-08,5-10 bps,57387,0.1654
binance:ZECUSDT,2024-08,10+ bps,24733,4.3407
binance:ZECUSDT,2024-09,touch,679577,-1.7311
binance:ZECUSDT,2024-09,2-5 bps,53939,0.4706
binance:ZECUSDT,2024-09,5-10 bps,11134,0.4371
binance:ZECUSDT,2024-09,10+ bps,6236,-1.0799
binance:ZECUSDT,2024-10,touch,1140701,-2.0337
binance:ZECUSDT,2024-10,2-5 bps,127266,-0.3388
binance:ZECUSDT,2024-10,5-10 bps,45755,0.0218
binance:ZECUSDT,2024-10,10+ bps,23125,-1.321
binance:ZECUSDT,2024-11,touch,1918497,-2.4124
binance:ZECUSDT,2024-11,0-2 bps,88129,0.0551
binance:ZECUSDT,2024-11,2-5 bps,197355,-0.6433
binance:ZECUSDT,2024-11,5-10 bps,61279,0.0933
binance:ZECUSDT,2024-11,10+ bps,33677,-1.4351
binance:ZECUSDT,2024-12,touch,3136337,-2.1413
binance:ZECUSDT,2024-12,0-2 bps,453149,-1.2006
binance:ZECUSDT,2024-12,2-5 bps,255203,-0.6533
binance:ZECUSDT,2024-12,5-10 bps,125021,-0.4312
binance:ZECUSDT,2024-12,10+ bps,57511,1.2745
binance:ZECUSDT,2025-01,touch,1315416,-1.5351
binance:ZECUSDT,2025-01,0-2 bps,69397,0.1078
binance:ZECUSDT,2025-01,2-5 bps,99787,-0.0341
binance:ZECUSDT,2025-01,5-10 bps,22557,0.7155
binance:ZECUSDT,2025-01,10+ bps,10128,6.5981
binance:ZECUSDT,2025-02,touch,943114,-2.4303
binance:ZECUSDT,2025-02,2-5 bps,100676,-1.7147
binance:ZECUSDT,2025-02,5-10 bps,34161,-2.5214
binance:ZECUSDT,2025-02,10+ bps,12659,-2.0785
binance:ZECUSDT,2025-03,touch,880802,-2.0723
binance:ZECUSDT,2025-03,2-5 bps,95500,-0.7605
binance:ZECUSDT,2025-03,5-10 bps,34846,-1.0944
binance:ZECUSDT,2025-03,10+ bps,14638,2.454
binance:ZECUSDT,2025-04,touch,1832623,-2.0213
binance:ZECUSDT,2025-04,2-5 bps,247363,-0.6856
binance:ZECUSDT,2025-04,5-10 bps,85395,-0.2219
binance:ZECUSDT,2025-04,10+ bps,46897,5.0975
binance:ZECUSDT,2025-05,touch,1153971,-2.7588
binance:ZECUSDT,2025-05,0-2 bps,54986,-2.1465
binance:ZECUSDT,2025-05,2-5 bps,144252,-1.4676
binance:ZECUSDT,2025-05,5-10 bps,45396,-1.0275
binance:ZECUSDT,2025-05,10+ bps,18594,-0.278
binance:ZECUSDT,2025-06,touch,814209,-2.0948
binance:ZECUSDT,2025-06,0-2 bps,33306,-0.9321
binance:ZECUSDT,2025-06,2-5 bps,87712,-0.4627
binance:ZECUSDT,2025-06,5-10 bps,28154,0.7866
binance:ZECUSDT,2025-06,10+ bps,15441,9.5021
binance:ZECUSDT,2025-07,touch,821268,-2.3555
binance:ZECUSDT,2025-07,2-5 bps,125190,-0.0622
binance:ZECUSDT,2025-07,5-10 bps,26352,2.2574
binance:ZECUSDT,2025-07,10+ bps,18236,17.3337
binance:ZECUSDT,2025-08,touch,881247,-2.0971
binance:ZECUSDT,2025-08,2-5 bps,104954,-0.7073
binance:ZECUSDT,2025-08,5-10 bps,26803,0.1451
binance:ZECUSDT,2025-08,10+ bps,11505,1.8915
binance:ZECUSDT,2025-09,touch,1457141,-2.8875
binance:ZECUSDT,2025-09,0-2 bps,209218,-1.6813
binance:ZECUSDT,2025-09,2-5 bps,197575,-0.9985
binance:ZECUSDT,2025-09,5-10 bps,71200,-0.7295
binance:ZECUSDT,2025-09,10+ bps,43225,1.5179
binance:ZECUSDT,2025-10,touch,21219599,-2.4367
binance:ZECUSDT,2025-10,0-2 bps,13338156,-1.4038
binance:ZECUSDT,2025-10,2-5 bps,5405796,-0.5138
binance:ZECUSDT,2025-10,5-10 bps,1954507,0.2483
binance:ZECUSDT,2025-10,10+ bps,1392561,6.0477
binance:ZECUSDT,2025-11,touch,35434510,-1.4184
binance:ZECUSDT,2025-11,0-2 bps,32126597,-0.9105
binance:ZECUSDT,2025-11,2-5 bps,9779209,-0.2995
binance:ZECUSDT,2025-11,5-10 bps,3705324,0.4461
binance:ZECUSDT,2025-11,10+ bps,1858886,2.302
binance:ZECUSDT,2025-12,touch,18454216,-1.5404
binance:ZECUSDT,2025-12,0-2 bps,11739388,-1.1012
binance:ZECUSDT,2025-12,2-5 bps,2879083,-0.6445
binance:ZECUSDT,2025-12,5-10 bps,910849,-0.823
binance:ZECUSDT,2025-12,10+ bps,352603,-0.4623
binance:ZECUSDT,2026-01,touch,12603958,-1.5205
binance:ZECUSDT,2026-01,0-2 bps,7234973,-0.8492
binance:ZECUSDT,2026-01,2-5 bps,1670147,-0.3235
binance:ZECUSDT,2026-01,5-10 bps,532458,-0.4217
binance:ZECUSDT,2026-01,10+ bps,235627,0.824
binance:ZECUSDT,2026-02,touch,11600502,-1.598
binance:ZECUSDT,2026-02,0-2 bps,4499827,-0.9355
binance:ZECUSDT,2026-02,2-5 bps,969898,0.0053
binance:ZECUSDT,2026-02,5-10 bps,263084,0.3346
binance:ZECUSDT,2026-02,10+ bps,102134,3.2734
binance:ZECUSDT,2026-03,touch,8901812,-1.6032
binance:ZECUSDT,2026-03,0-2 bps,3221456,-1.0523
binance:ZECUSDT,2026-03,2-5 bps,636787,-0.4425
binance:ZECUSDT,2026-03,5-10 bps,162257,-0.4019
binance:ZECUSDT,2026-03,10+ bps,63968,3.9912
binance:ZECUSDT,2026-04,touch,10022196,-1.7427
binance:ZECUSDT,2026-04,0-2 bps,5545342,-1.0461
binance:ZECUSDT,2026-04,2-5 bps,833304,-0.3303
binance:ZECUSDT,2026-04,5-10 bps,210974,-1.3299
binance:ZECUSDT,2026-04,10+ bps,91841,0.6537
binance:ZECUSDT,2026-05,touch,16138793,-1.7406
binance:ZECUSDT,2026-05,0-2 bps,14677363,-1.1813
binance:ZECUSDT,2026-05,2-5 bps,2338161,-0.459
binance:ZECUSDT,2026-05,5-10 bps,596160,-0.2767
binance:ZECUSDT,2026-05,10+ bps,185429,6.135
binance:ZECUSDT,2026-06,touch,23109622,-1.9504
binance:ZECUSDT,2026-06,0-2 bps,18594106,-1.3098
binance:ZECUSDT,2026-06,2-5 bps,3794527,-0.9549
binance:ZECUSDT,2026-06,5-10 bps,1065400,-1.4926
binance:ZECUSDT,2026-06,10+ bps,471646,1.788
binance:ZECUSDT,2026-07,touch,10814334,-1.4296
binance:ZECUSDT,2026-07,0-2 bps,6843669,-0.9054
binance:ZECUSDT,2026-07,2-5 bps,772309,-0.3389
binance:ZECUSDT,2026-07,5-10 bps,187422,0.2206
binance:ZECUSDT,2026-07,10+ bps,54479,3.7795
binance:ZECUSDT,2026-08,touch,13277784,-1.4174
binance:ZECUSDT,2026-08,0-2 bps,13609846,-1.2207
binance:ZECUSDT,2026-08,2-5 bps,2109720,-0.4221
binance:ZECUSDT,2026-08,5-10 bps,540273,1.0209
binance:ZECUSDT,2026-08,10+ bps,179406,10.9998
binance:ZECUSDT,POOLED,touch,210557277,-1.6958
binance:ZECUSDT,POOLED,0-2 bps,132338908,-1.0854
binance:ZECUSDT,POOLED,2-5 bps,33884212,-0.459
binance:ZECUSDT,POOLED,5-10 bps,10957207,-0.1304
binance:ZECUSDT,POOLED,10+ bps,5424301,2.9898
